"qualifyId","raceId","driverId","constructorId","number","position","q1","q2","q3"
6361,928,807,10,27,16,"1:39.216","","NULL"
6362,928,18,1,22,17,"1:39.276","","NULL"
6363,928,4,1,14,18,"1:39.280","","NULL"
6364,928,829,209,28,19,"1:42.091","","NULL"
6365,928,833,209,98,20,"1:42.842","","NULL"
6366,929,1,131,44,1,"1:33.928","1:32.669","1:32.571"
6367,929,20,6,5,2,"1:34.919","1:33.623","1:32.982"
6368,929,3,131,6,3,"1:34.398","1:33.878","1:33.129"
6369,929,8,6,7,4,"1:34.568","1:33.540","1:33.227"
6370,929,822,3,77,5,"1:34.161","1:33.897","1:33.381"
6371,929,13,3,19,6,"1:34.488","1:33.551","1:33.744"
6372,929,817,9,3,7,"1:34.691","1:34.403","1:33.832"
6373,929,807,10,27,8,"1:35.653","1:34.613","1:34.450"
6374,929,832,5,55,9,"1:35.371","1:34.641","1:34.462"
6375,929,154,208,8,10,"1:35.007","1:34.123","1:34.484"
6376,929,815,10,11,11,"1:35.451","1:34.704","NULL"
6377,929,831,15,12,12,"1:35.310","1:34.737","NULL"
6378,929,828,15,9,13,"1:35.438","1:35.034","NULL"
6379,929,4,1,14,14,"1:35.205","1:35.039","NULL"
6380,929,830,5,33,15,"1:35.611","1:35.103","NULL"
6381,929,813,208,13,16,"1:35.677","","NULL"
6382,929,826,9,26,17,"1:35.800","","NULL"
6383,929,829,209,28,18,"1:38.713","","NULL"
6384,929,833,209,98,19,"1:39.722","","NULL"
6385,930,3,131,6,1,"1:26.490","1:25.166","1:24.681"
6386,930,1,131,44,2,"1:26.382","1:25.740","1:24.948"
6387,930,20,6,5,3,"1:27.534","1:26.167","1:25.458"
6388,930,822,3,77,4,"1:27.262","1:26.197","1:25.694"
6389,930,832,5,55,5,"1:26.773","1:26.475","1:26.136"
6390,930,830,5,33,6,"1:27.393","1:26.441","1:26.249"
6391,930,8,6,7,7,"1:26.637","1:26.016","1:26.414"
6392,930,826,9,26,8,"1:27.833","1:26.889","1:26.629"
6393,930,13,3,19,9,"1:27.165","1:26.147","1:26.757"
6394,930,817,9,3,10,"1:27.611","1:26.692","1:26.770"
6395,930,154,208,8,11,"1:27.383","1:27.375","NULL"
6396,930,813,208,13,12,"1:27.281","1:27.450","NULL"
6397,930,4,1,14,13,"1:27.941","1:27.760","NULL"
6398,930,18,1,22,14,"1:27.813","1:27.854","NULL"
6399,930,831,15,12,15,"1:27.625","1:28.005","NULL"
6400,930,828,15,9,16,"1:28.112","","NULL"
6401,930,807,10,27,17,"1:28.365","","NULL"
6402,930,815,10,11,18,"1:28.442","","NULL"
6403,930,829,209,28,19,"1:31.200","","NULL"
6404,930,833,209,98,20,"1:32.038","","NULL"
6405,931,1,131,44,1,"1:16.588","1:15.864","1:15.098"
6406,931,3,131,6,2,"1:16.528","1:15.471","1:15.440"
6407,931,20,6,5,3,"1:17.502","1:16.181","1:15.849"
6408,931,817,9,3,4,"1:17.254","1:16.706","1:16.041"
6409,931,826,9,26,5,"1:16.845","1:16.453","1:16.182"
6410,931,8,6,7,6,"1:17.660","1:16.440","1:16.427"
6411,931,815,10,11,7,"1:17.376","1:16.999","1:16.808"
6412,931,832,5,55,8,"1:17.246","1:16.762","1:16.931"
6413,931,813,208,13,9,"1:17.630","1:16.775","1:16.946"
6414,931,830,5,33,10,"1:16.750","1:16.546","1:16.957"
6415,931,154,208,8,11,"1:17.767","1:17.007","NULL"
6416,931,18,1,22,12,"1:17.492","1:17.093","NULL"
6417,931,807,10,27,13,"1:17.552","1:17.193","NULL"
6418,931,13,3,19,14,"1:17.679","1:17.278","NULL"
6419,931,4,1,14,15,"1:17.778","1:26.632","NULL"
6420,931,831,15,12,16,"1:18.101","","NULL"
6421,931,822,3,77,17,"1:18.434","","NULL"
6422,931,828,15,9,18,"1:18.513","","NULL"
6423,931,829,209,28,19,"1:20.655","","NULL"
6424,931,833,209,98,20,"1:20.904","","NULL"
6425,932,1,131,44,1,"1:15.895","1:14.661","1:14.393"
6426,932,3,131,6,2,"1:15.893","1:14.673","1:14.702"
6427,932,8,6,7,3,"1:16.259","1:15.348","1:15.014"
6428,932,822,3,77,4,"1:16.552","1:15.506","1:15.102"
6429,932,154,208,8,5,"1:15.833","1:15.187","1:15.194"
6430,932,813,208,13,6,"1:16.098","1:15.622","1:15.329"
6431,932,807,10,27,7,"1:16.186","1:15.706","1:15.614"
6432,932,826,9,26,8,"1:16.415","1:15.891","1:16.079"
6433,932,817,9,3,9,"1:16.410","1:16.006","1:16.114"
6434,932,815,10,11,10,"1:16.827","1:15.974","1:16.338"
6435,932,832,5,55,11,"1:16.611","1:16.042","NULL"
6436,932,830,5,33,12,"1:16.361","1:16.245","NULL"
6437,932,828,15,9,13,"1:16.796","1:16.262","NULL"
6438,932,4,1,14,14,"1:17.012","1:16.276","NULL"
6439,932,831,15,12,15,"1:16.968","1:16.620","NULL"
6440,932,20,6,5,16,"1:17.344","","NULL"
6441,932,13,3,19,17,"1:17.886","","NULL"
6442,932,833,209,98,18,"1:19.133","","NULL"
6443,932,829,209,28,19,"1:19.157","","NULL"
6444,933,1,131,44,1,"1:12.218","1:09.062","1:08.455"
6445,933,3,131,6,2,"1:10.976","1:08.634","1:08.655"
6446,933,20,6,5,3,"1:11.184","1:09.392","1:08.810"
6447,933,13,3,19,4,"1:11.830","1:09.719","1:09.192"
6448,933,807,10,27,5,"1:11.319","1:09.604","1:09.278"
6449,933,822,3,77,6,"1:11.894","1:09.598","1:09.319"
6450,933,830,5,33,7,"1:11.307","1:09.631","1:09.612"
6451,933,826,9,26,8,"1:12.092","1:10.187","1:09.694"
6452,933,831,15,12,9,"1:12.001","1:09.652","1:09.713"
6453,933,154,208,8,10,"1:11.821","1:09.920","NULL"
6454,933,813,208,13,11,"1:11.661","1:10.374","NULL"
6455,933,828,15,9,12,"1:12.388","1:10.426","NULL"
6456,933,832,5,55,13,"1:11.158","1:10.465","NULL"
6457,933,817,9,3,14,"1:11.973","1:10.482","NULL"
6458,933,4,1,14,15,"1:12.508","1:10.736","NULL"
6459,933,815,10,11,16,"1:12.522","","NULL"
6460,933,18,1,22,17,"1:12.632","","NULL"
6461,933,8,6,7,18,"1:12.867","","NULL"
6462,933,833,209,98,19,"1:14.071","","NULL"
6463,933,829,209,28,20,"1:15.368","","NULL"
6464,934,1,131,44,1,"1:33.796","1:33.068","1:32.248"
6465,934,3,131,6,2,"1:33.475","1:32.737","1:32.361"
6466,934,13,3,19,3,"1:34.542","1:33.707","1:33.085"
6467,934,822,3,77,4,"1:34.171","1:33.020","1:33.149"
6468,934,8,6,7,5,"1:33.426","1:33.911","1:33.379"
6469,934,20,6,5,6,"1:33.562","1:33.641","1:33.547"
6470,934,826,9,26,7,"1:34.422","1:33.520","1:33.636"
6471,934,832,5,55,8,"1:34.641","1:34.071","1:33.649"
6472,934,807,10,27,9,"1:34.594","1:33.693","1:33.673"
6473,934,817,9,3,10,"1:34.272","1:33.749","1:33.943"
6474,934,815,10,11,11,"1:34.250","1:34.268","NULL"
6475,934,154,208,8,12,"1:34.646","1:34.430","NULL"
6476,934,830,5,33,13,"1:34.819","1:34.502","NULL"
6477,934,813,208,13,14,"1:34.877","1:34.511","NULL"
6478,934,828,15,9,15,"1:34.643","1:34.868","NULL"
6479,934,831,15,12,16,"1:34.888","","NULL"
6480,934,4,1,14,17,"1:34.959","","NULL"
6481,934,18,1,22,18,"1:35.207","","NULL"
6482,934,829,209,28,19,"1:37.364","","NULL"
6483,934,833,209,98,20,"1:39.377","","NULL"
6484,936,1,131,44,1,"1:22.890","1:22.285","1:22.020"
6485,936,3,131,6,2,"1:22.979","1:22.775","1:22.595"
6486,936,20,6,5,3,"1:23.312","1:23.168","1:22.739"
6487,936,817,9,3,4,"1:24.408","1:23.230","1:22.774"
6488,936,8,6,7,5,"1:23.596","1:23.460","1:23.020"
6489,936,822,3,77,6,"1:23.649","1:23.555","1:23.222"
6490,936,826,9,26,7,"1:23.587","1:23.597","1:23.332"
6491,936,13,3,19,8,"1:23.895","1:23.598","1:23.537"
6492,936,830,5,33,9,"1:24.032","1:23.781","1:23.679"
6493,936,154,208,8,10,"1:24.242","1:23.805","1:24.181"
6494,936,807,10,27,11,"1:24.115","1:23.826","NULL"
6495,936,832,5,55,12,"1:24.623","1:23.869","NULL"
6496,936,815,10,11,13,"1:24.444","1:24.461","NULL"
6497,936,813,208,13,14,"1:23.895","1:24.609","NULL"
6498,936,4,1,14,15,"1:24.563","","NULL"
6499,936,18,1,22,16,"1:24.739","","NULL"
6500,936,828,15,9,17,"1:24.843","","NULL"
6501,936,831,15,12,18,"1:24.997","","NULL"
6502,936,833,209,98,19,"1:27.416","","NULL"
6503,936,829,209,28,20,"1:27.949","","NULL"
6504,937,1,131,44,1,"1:48.908","1:48.024","1:47.197"
6505,937,3,131,6,2,"1:48.923","1:47.955","1:47.655"
6506,937,822,3,77,3,"1:49.026","1:49.044","1:48.537"
6507,937,154,208,8,4,"1:49.353","1:48.981","1:48.561"
6508,937,815,10,11,5,"1:49.006","1:48.792","1:48.599"
6509,937,817,9,3,6,"1:49.664","1:49.042","1:48.639"
6510,937,13,3,19,7,"1:49.688","1:48.806","1:48.685"
6511,937,813,208,13,8,"1:49.568","1:48.956","1:48.754"
6512,937,20,6,5,9,"1:49.264","1:48.761","1:48.825"
6513,937,832,5,55,10,"1:49.109","1:49.065","1:49.771"
6514,937,807,10,27,11,"1:49.499","1:49.121","NULL"
6515,937,826,9,26,12,"1:49.469","1:49.228","NULL"
6516,937,828,15,9,13,"1:49.523","1:49.586","NULL"
6517,937,8,6,7,14,"1:49.288","","NULL"
6518,937,830,5,33,15,"1:49.831","","NULL"
6519,937,831,15,12,16,"1:49.952","","NULL"
6520,937,18,1,22,17,"1:50.978","","NULL"
6521,937,4,1,14,18,"1:51.420","","NULL"
6522,937,829,206,28,19,"1:52.948","","NULL"
6523,937,833,206,98,20,"1:53.099","","NULL"
6524,938,1,131,44,1,"1:24.251","1:23.383","1:23.397"
6525,938,8,6,7,2,"1:24.662","1:23.757","1:23.631"
6526,938,20,6,5,3,"1:24.989","1:23.577","1:23.685"
6527,938,3,131,6,4,"1:24.609","1:23.864","1:23.703"
6528,938,13,3,19,5,"1:25.184","1:23.983","1:23.940"
6529,938,822,3,77,6,"1:24.979","1:24.313","1:24.127"
6530,938,815,10,11,7,"1:24.801","1:24.379","1:24.626"
6531,938,154,208,8,8,"1:25.144","1:24.448","1:25.054"
6532,938,807,10,27,9,"1:24.937","1:24.510","1:25.317"
6533,938,828,15,9,10,"1:25.122","1:24.457","1:26.214"
6534,938,813,208,13,11,"1:25.429","1:24.525","NULL"
6535,938,831,15,12,12,"1:25.121","1:24.898","NULL"
6536,938,832,5,55,13,"1:25.410","1:25.618","NULL"
6537,938,826,9,26,14,"1:25.742","1:25.796","NULL"
6538,938,817,9,3,15,"1:25.633","","NULL"
6539,938,18,1,22,16,"1:26.058","","NULL"
6540,938,4,1,14,17,"1:26.154","","NULL"
6541,938,829,209,28,18,"1:27.731","","NULL"
6542,938,833,209,98,19,"1:27.912","","NULL"
6543,938,830,5,33,20,"","","NULL"
6544,939,20,6,5,1,"1:46.017","1:44.743","1:43.885"
6545,939,817,9,3,2,"1:46.166","1:45.291","1:44.428"
6546,939,8,6,7,3,"1:46.467","1:45.140","1:44.667"
6547,939,826,9,26,4,"1:45.340","1:44.979","1:44.745"
6548,939,1,131,44,5,"1:45.765","1:45.650","1:45.300"
6549,939,3,131,6,6,"1:46.201","1:45.653","1:45.415"
6550,939,822,3,77,7,"1:46.231","1:45.887","1:45.676"
6551,939,830,5,33,8,"1:46.483","1:45.635","1:45.798"
6552,939,13,3,19,9,"1:46.879","1:45.701","1:46.077"
6553,939,154,208,8,10,"1:46.860","1:45.805","1:46.413"
6554,939,807,10,27,11,"1:46.669","1:46.305","NULL"
6555,939,4,1,14,12,"1:46.600","1:46.328","NULL"
6556,939,815,10,11,13,"1:46.576","1:46.385","NULL"
6557,939,832,5,55,14,"1:46.465","1:46.894","NULL"
6558,939,18,1,22,15,"1:45.891","1:47.019","NULL"
6559,939,831,15,12,16,"1:46.965","","NULL"
6560,939,828,15,9,17,"1:47.088","","NULL"
6561,939,813,208,13,18,"1:47.323","","NULL"
6562,939,829,209,28,19,"1:51.021","","NULL"
6563,939,834,209,53,20,"1:51.523","","NULL"
6564,940,3,131,6,1,"1:33.015","1:32.632","1:32.584"
6565,940,1,131,44,2,"1:32.844","1:32.789","1:32.660"
6566,940,822,3,77,3,"1:34.326","1:33.416","1:33.024"
6567,940,20,6,5,4,"1:34.431","1:33.844","1:33.245"
6568,940,13,3,19,5,"1:34.744","1:33.377","1:33.337"
6569,940,8,6,7,6,"1:34.171","1:33.361","1:33.347"
6570,940,817,9,3,7,"1:34.399","1:34.153","1:33.497"
6571,940,154,208,8,8,"1:34.398","1:34.278","1:33.967"
6572,940,815,10,11,9,"1:35.001","1:34.174","NULL"
6573,940,826,9,26,10,"1:34.646","1:34.201","NULL"
6574,940,807,10,27,11,"1:35.328","1:34.390","NULL"
6575,940,832,5,55,12,"1:34.873","1:34.453","NULL"
6576,940,813,208,13,13,"1:34.796","1:34.497","NULL"
6577,940,4,1,14,14,"1:35.467","1:34.785","NULL"
6578,940,830,5,33,15,"1:34.522","","NULL"
6579,940,18,1,22,16,"1:35.664","","NULL"
6580,940,828,15,9,17,"1:35.673","","NULL"
6581,940,831,15,12,18,"1:35.760","","NULL"
6582,940,829,209,28,19,"1:38.783","","NULL"
6583,940,834,209,53,20,"1:47.114","","NULL"
6584,941,3,131,6,1,"1:38.343","1:37.500","1:37.113"
6585,941,1,131,44,2,"1:38.558","1:37.672","1:37.433"
6586,941,822,3,77,3,"1:38.448","1:38.194","1:37.912"
6587,941,20,6,5,4,"1:38.598","1:38.402","1:37.965"
6588,941,8,6,7,5,"1:39.207","1:38.224","1:38.348"
6589,941,807,10,27,6,"1:39.250","1:38.727","1:38.659"
6590,941,815,10,11,7,"1:39.617","1:38.914","1:38.691"
6591,941,154,208,8,8,"1:39.056","1:38.754","1:38.787"
6592,941,830,5,33,9,"1:39.411","1:39.119","1:38.924"
6593,941,817,9,3,10,"1:39.574","1:39.005","1:39.728"
6594,941,826,9,26,11,"1:39.580","1:39.214","NULL"
6595,941,831,15,12,12,"1:40.042","1:39.323","NULL"
6596,941,18,1,22,13,"1:39.739","1:39.763","NULL"
6597,941,813,208,13,14,"1:39.724","1:39.811","NULL"
6598,941,13,3,19,15,"1:38.926","1:39.895","NULL"
6599,941,4,1,14,16,"1:40.144","","NULL"
6600,941,828,15,9,17,"1:40.660","","NULL"
6601,941,829,206,28,18,"1:43.69","","NULL"
6602,941,833,206,98,19,"1:43.804","","NULL"
6603,942,3,131,6,1,"1:56.671","1:56.824","NULL"
6604,942,1,131,44,2,"1:56.871","1:56.929","NULL"
6605,942,817,9,3,3,"1:56.495","1:57.969","NULL"
6606,942,826,9,26,4,"1:57.640","1:58.434","NULL"
6607,942,20,6,5,5,"2:00.950","1:58.596","NULL"
6608,942,815,10,11,6,"1:59.264","1:59.210","NULL"
6609,942,807,10,27,7,"1:58.325","1:59.333","NULL"
6610,942,8,6,7,8,"1:58.198","1:59.703","NULL"
6611,942,13,3,19,9,"2:00.902","1:59.999","NULL"
6612,942,830,5,33,10,"1:58.689","2:00.199","NULL"
6613,942,4,1,14,11,"1:59.704","2:00.265","NULL"
6614,942,822,3,77,12,"1:59.569","2:00.334","NULL"
6615,942,154,208,8,13,"2:00.236","2:00.595","NULL"
6616,942,18,1,22,14,"2:00.261","2:01.193","NULL"
6617,942,813,208,13,15,"2:00.844","2:01.604","NULL"
6618,942,828,15,9,16,"2:02.212","","NULL"
6619,942,831,15,12,17,"2:03.194","","NULL"
6620,942,834,206,53,18,"2:04.176","","NULL"
6621,942,829,206,28,19,"2:04.526","","NULL"
6622,942,832,5,55,20,"2:07.304","","NULL"
6623,943,3,131,6,1,"1:20.436","1:20.053","1:19.480"
6624,943,1,131,44,2,"1:20.808","1:19.829","1:19.668"
6625,943,20,6,5,3,"1:20.503","1:20.045","1:19.850"
6626,943,826,9,26,4,"1:20.826","1:20.490","1:20.398"
6627,943,817,9,3,5,"1:21.166","1:20.783","1:20.399"
6628,943,822,3,77,6,"1:20.817","1:20.458","1:20.448"
6629,943,13,3,19,7,"1:21.379","1:20.642","1:20.567"
6630,943,830,5,33,8,"1:20.995","1:20.894","1:20.710"
6631,943,815,10,11,9,"1:20.966","1:20.669","1:20.716"
6632,943,807,10,27,10,"1:21.315","1:20.935","1:20.788"
6633,943,832,5,55,11,"1:20.960","1:20.942","NULL"
6634,943,154,208,8,12,"1:21.577","1:21.038","NULL"
6635,943,813,208,13,13,"1:21.520","1:21.261","NULL"
6636,943,828,15,9,14,"1:21.299","1:21.544","NULL"
6637,943,8,6,7,15,"1:21.422","1:22.494","NULL"
6638,943,4,1,14,16,"1:21.779","","NULL"
6639,943,831,15,12,17,"1:21.788","","NULL"
6640,943,834,206,53,18,"1:24.136","","NULL"
6641,943,829,206,28,19,"1:24.386","","NULL"
6642,943,18,1,22,20,"","","NULL"
6643,944,3,131,6,1,"1:11.746","1:12.213","1:11.282"
6644,944,1,131,44,2,"1:11.682","1:11.665","1:11.360"
6645,944,20,6,5,3,"1:12.240","1:11.928","1:11.804"
6646,944,822,3,77,4,"1:12.934","1:12.374","1:12.085"
6647,944,8,6,7,5,"1:12.185","1:12.243","1:12.144"
6648,944,807,10,27,6,"1:12.595","1:12.485","1:12.265"
6649,944,826,9,26,7,"1:12.730","1:12.527","1:12.322"
6650,944,13,3,19,8,"1:12.980","1:12.858","1:12.415"
6651,944,817,9,3,9,"1:12.639","1:12.825","1:12.417"
6652,944,830,5,33,10,"1:12.824","1:12.712","1:12.739"
6653,944,831,15,12,11,"1:13.111","1:12.989","NULL"
6654,944,832,5,55,12,"1:13.267","1:13.045","NULL"
6655,944,815,10,11,13,"1:13.140","1:13.147","NULL"
6656,944,828,15,9,14,"1:13.346","1:13.233","NULL"
6657,944,154,208,8,15,"1:13.056","1:13.913","NULL"
6658,944,813,208,13,16,"1:13.385","","NULL"
6659,944,18,1,22,17,"1:13.425","","NULL"
6660,944,834,206,53,18,"1:16.151","","NULL"
6661,944,829,206,28,19,"1:16.283","","NULL"
6662,944,4,1,14,20,"","","NULL"
6663,945,3,131,6,1,"1:41.111","1:40.979","1:40.237"
6664,945,1,131,44,2,"1:40.974","1:40.758","1:40.614"
6665,945,8,6,7,3,"1:42.500","1:41.612","1:41.051"
6666,945,815,10,11,4,"1:41.983","1:41.560","1:41.184"
6667,945,817,9,3,5,"1:42.275","1:41.830","1:41.444"
6668,945,822,3,77,6,"1:42.608","1:41.868","1:41.656"
6669,945,807,10,27,7,"1:41.996","1:41.925","1:41.686"
6670,945,13,3,19,8,"1:42.303","1:42.349","1:41.759"
6671,945,826,9,26,9,"1:42.540","1:42.328","1:41.933"
6672,945,832,5,55,10,"1:42.911","1:42.482","1:42.708"
6673,945,830,5,33,11,"1:42.889","1:42.521","NULL"
