"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId"
22130,900,3,131,6,3,1,"1",1,25,57,"32:58.7",5578710,19,1,"01:32.5","206.436",1
22131,900,825,1,20,4,2,"2",2,18,57,"26.777",5605487,49,6,"01:33.1","205.131",1
22132,900,18,1,22,10,3,"3",3,15,57,"30.027",5608737,39,5,"01:32.9","205.46",1
22133,900,4,6,14,5,4,"4",4,12,57,"35.284",5613994,57,7,"01:33.2","204.867",1
22134,900,822,3,77,15,5,"5",5,10,57,"47.639",5626349,56,3,"01:32.6","206.128",1
22135,900,807,10,27,7,6,"6",6,8,57,"50.718",5629428,56,2,"01:32.6","206.235",1
22136,900,8,6,7,11,7,"7",7,6,57,"57.675",5636385,56,8,"01:33.2","204.814",1
22137,900,818,5,25,6,8,"8",8,4,57,"+1:00.441",5639151,56,10,"01:33.7","203.763",1
22138,900,826,5,26,8,9,"9",9,2,57,"+1:03.585",5642295,35,11,"01:33.9","203.387",1
22139,900,815,10,11,16,10,"10",10,1,57,"+1:25.916",5664626,38,4,"01:32.6","206.088",1
22140,900,16,15,99,13,11,"11",11,0,56,"",NA,34,9,"01:33.4","204.472",11
22141,900,821,15,21,20,12,"12",12,0,56,"",NA,41,13,"01:34.6","201.882",11
22142,900,820,206,4,17,13,"13",13,0,55,"",NA,33,12,"01:34.2","202.658",12
22143,900,824,206,17,18,NA,"N",14,0,49,"",NA,55,16,"01:35.6","199.621",18
22144,900,154,208,8,22,NA,"R",15,0,43,"",NA,41,15,"01:35.3","200.363",132
22145,900,813,208,13,21,NA,"R",16,0,29,"",NA,30,14,"01:34.8","201.451",132
22146,900,828,207,9,19,NA,"R",17,0,27,"",NA,17,18,"01:37.3","196.141",51
22147,900,20,9,1,12,NA,"R",18,0,3,"",NA,26,17,"01:37.1","196.682",5
22148,900,1,131,44,1,NA,"R",19,0,2,"",NA,2,20,"01:49.9","173.636",5
22149,900,13,3,19,9,NA,"R",20,0,0,"",NA,2,19,"01:40.3","190.361",4
22150,900,155,207,10,14,NA,"R",21,0,0,"",NA,NA,0,"","",4
22151,900,817,9,3,2,NA,"D",22,0,57,"24.525",5603235,NA,0,"","",2
22152,901,1,131,44,1,1,"1",1,25,56,"40:26.0",6025974,53,1,"01:43.1","193.611",1
22153,901,3,131,6,3,2,"2",2,18,56,"17.313",6043287,55,2,"01:44.0","191.946",1
22154,901,20,9,1,2,3,"3",3,15,56,"24.534",6050508,51,4,"01:44.3","191.341",1
22155,901,4,6,14,4,4,"4",4,12,56,"35.992",6061966,47,3,"01:44.2","191.569",1
22156,901,807,10,27,7,5,"5",5,10,56,"47.199",6073173,38,10,"01:46.0","188.284",1
22157,901,18,1,22,10,6,"6",6,8,56,"+1:23.691",6109665,47,11,"01:46.0","188.183",1
22158,901,13,3,19,13,7,"7",7,6,56,"+1:25.076",6111050,44,6,"01:44.9","190.232",1
22159,901,822,3,77,18,8,"8",8,4,56,"+1:25.537",6111511,31,9,"01:45.5","189.189",1
22160,901,825,1,20,8,9,"9",9,2,55,"",NA,44,8,"01:45.4","189.372",11
22161,901,826,5,26,11,10,"10",10,1,55,"",NA,36,13,"01:46.7","187.026",11
22162,901,154,208,8,15,11,"11",11,0,55,"",NA,42,12,"01:46.2","187.855",11
22163,901,8,6,7,6,12,"12",12,0,55,"",NA,36,7,"01:45.1","189.812",11
22164,901,155,207,10,20,13,"13",13,0,55,"",NA,53,15,"01:47.8","185.19",11
22165,901,828,207,9,22,14,"14",14,0,54,"",NA,40,14,"01:47.5","185.626",12
22166,901,820,206,4,21,15,"15",15,0,54,"",NA,49,18,"01:48.2","184.341",12
22167,901,817,9,3,5,NA,"R",16,0,49,"",NA,48,5,"01:44.7","190.635",39
22168,901,821,15,21,12,NA,"R",17,0,35,"",NA,27,16,"01:47.8","185.14",6
22169,901,16,15,99,17,NA,"R",18,0,32,"",NA,27,17,"01:48.0","184.698",10
22170,901,818,5,25,9,NA,"R",19,0,18,"",NA,4,19,"01:48.5","183.869",131
22171,901,824,206,17,19,NA,"R",20,0,8,"",NA,4,21,"01:51.5","179.01",23
22172,901,813,208,13,16,NA,"R",21,0,7,"",NA,6,20,"01:50.9","179.888",5
22173,901,815,10,11,14,NA,"W",22,0,0,"",NA,NA,0,"","",54
22174,902,1,131,44,2,1,"1",1,25,57,"39:42.7",5982743,49,2,"01:37.1","200.634",1
22175,902,3,131,6,1,2,"2",2,18,57,"1.085",5983828,49,1,"01:37.0","200.816",1
22176,902,815,10,11,4,3,"3",3,15,57,"24.067",6006810,36,7,"01:39.3","196.165",1
22177,902,817,9,3,13,4,"4",4,12,57,"24.489",6007232,38,4,"01:39.3","196.266",1
22178,902,807,10,27,11,5,"5",5,10,57,"28.654",6011397,37,3,"01:38.8","197.228",1
22179,902,20,9,1,10,6,"6",6,8,57,"29.879",6012622,18,6,"01:39.3","196.181",1
22180,902,13,3,19,7,7,"7",7,6,57,"31.265",6014008,40,5,"01:39.3","196.26",1
22181,902,822,3,77,3,8,"8",8,4,57,"31.876",6014619,50,13,"01:39.8","195.296",1
22182,902,4,6,14,9,9,"9",9,2,57,"32.595",6015338,53,12,"01:39.7","195.355",1
22183,902,8,6,7,5,10,"10",10,1,57,"33.462",6016205,35,8,"01:39.4","195.933",1
22184,902,826,5,26,12,11,"11",11,0,57,"41.342",6024085,12,15,"01:40.2","194.52",1
22185,902,154,208,8,16,12,"12",12,0,57,"43.143",6025886,39,9,"01:39.4","195.923",1
22186,902,820,206,4,21,13,"13",13,0,57,"59.909",6042652,48,21,"01:41.8","191.34",1
22187,902,813,208,13,17,14,"14",14,0,57,"+1:02.803",6045546,52,11,"01:39.7","195.484",1
22188,902,155,207,10,18,15,"15",15,0,57,"+1:27.900",6070643,17,18,"01:41.2","192.434",1
22189,902,824,206,17,19,16,"16",16,0,56,"",NA,44,22,"01:42.2","190.684",11
22190,902,18,1,22,6,17,"17",17,0,55,"",NA,37,10,"01:39.6","195.683",8
22191,902,825,1,20,8,NA,"R",18,0,40,"",NA,40,14,"01:40.1","194.621",8
22192,902,821,15,21,15,NA,"R",19,0,39,"",NA,32,16,"01:40.7","193.481",4
22193,902,828,207,9,20,NA,"R",20,0,33,"",NA,28,17,"01:41.1","192.647",31
22194,902,818,5,25,14,NA,"R",21,0,18,"",NA,16,19,"01:41.7","191.669",31
22195,902,16,15,99,22,NA,"R",22,0,17,"",NA,9,20,"01:41.8","191.403",4
22196,903,1,131,44,1,1,"1",1,25,54,"33:28.3",5608338,42,2,"01:41.2","193.916",1
22197,903,3,131,6,4,2,"2",2,18,54,"18.062",5626400,39,1,"01:40.4","195.45",1
22198,903,4,6,14,5,3,"3",3,15,54,"23.604",5631942,48,4,"01:42.1","192.235",1
22199,903,817,9,3,2,4,"4",4,12,54,"27.136",5635474,39,3,"01:41.5","193.387",1
22200,903,20,9,1,3,5,"5",5,10,54,"47.778",5656116,37,5,"01:42.2","192.07",1
22201,903,807,10,27,8,6,"6",6,8,54,"54.295",5662633,33,10,"01:42.6","191.218",1
22202,903,822,3,77,7,7,"7",7,6,54,"55.697",5664035,52,11,"01:42.7","191.151",1
22203,903,8,6,7,11,8,"8",8,4,54,"+1:16.335",5684673,34,8,"01:42.3","191.824",1
22204,903,815,10,11,16,9,"9",9,2,54,"+1:22.647",5690985,32,6,"01:42.2","191.959",1
22205,903,826,5,26,13,10,"10",10,1,53,"",NA,33,17,"01:43.3","189.899",11
22206,903,18,1,22,12,11,"11",11,0,53,"",NA,30,18,"01:43.4","189.829",11
22207,903,818,5,25,9,12,"12",12,0,53,"",NA,34,14,"01:42.9","190.712",11
22208,903,825,1,20,15,13,"13",13,0,53,"",NA,33,12,"01:42.7","191.075",11
22209,903,813,208,13,22,14,"14",14,0,53,"",NA,34,15,"01:43.1","190.396",11
22210,903,13,3,19,6,15,"15",15,0,53,"",NA,34,9,"01:42.4","191.676",11
22211,903,821,15,21,17,16,"16",16,0,53,"",NA,42,7,"01:42.3","191.904",11
22212,903,824,206,17,19,17,"17",17,0,53,"",NA,36,21,"01:44.8","187.203",11
22213,903,155,207,10,18,18,"18",18,0,53,"",NA,48,16,"01:43.3","189.924",11
22214,903,820,206,4,21,19,"19",19,0,52,"",NA,50,13,"01:42.9","190.751",12
22215,903,828,207,9,20,20,"20",20,0,52,"",NA,30,19,"01:43.6","189.38",12
22216,903,154,208,8,10,NA,"R",21,0,28,"",NA,4,20,"01:44.4","188.026",6
22217,903,16,15,99,14,NA,"R",22,0,5,"",NA,2,22,"01:58.4","165.773",5
22218,904,1,131,44,1,1,"1",1,25,66,"41:05.2",6065155,54,3,"01:29.5","187.275",1
22219,904,3,131,6,2,2,"2",2,18,66,"0.636",6065791,51,2,"01:29.2","187.794",1
22220,904,817,9,3,3,3,"3",3,15,66,"49.014",6114169,65,5,"01:30.0","186.175",1
22221,904,20,9,1,15,4,"4",4,12,66,"+1:16.702",6141857,55,1,"01:28.9","188.465",1
22222,904,822,3,77,4,5,"5",5,10,66,"+1:19.293",6144448,47,8,"01:30.4","185.326",1
22223,904,4,6,14,7,6,"6",6,8,66,"+1:27.743",6152898,55,4,"01:29.9","186.411",1
22224,904,8,6,7,6,7,"7",7,6,65,"",NA,53,11,"01:30.6","185.007",11
22225,904,154,208,8,5,8,"8",8,4,65,"",NA,47,14,"01:31.1","184.016",11
22226,904,815,10,11,11,9,"9",9,2,65,"",NA,39,13,"01:30.8","184.648",11
22227,904,807,10,27,10,10,"10",10,1,65,"",NA,42,16,"01:31.4","183.325",11
22228,904,18,1,22,8,11,"11",11,0,65,"",NA,43,10,"01:30.6","185.042",11
22229,904,825,1,20,14,12,"12",12,0,65,"",NA,43,7,"01:30.3","185.544",11
22230,904,13,3,19,9,13,"13",13,0,65,"",NA,55,9,"01:30.5","185.236",11
22231,904,826,5,26,12,14,"14",14,0,65,"",NA,59,6,"01:30.3","185.645",11
22232,904,813,208,13,22,15,"15",15,0,65,"",NA,39,15,"01:31.2","183.679",11
22233,904,821,15,21,13,16,"16",16,0,65,"",NA,55,12,"01:30.7","184.832",11
22234,904,16,15,99,16,17,"17",17,0,65,"",NA,38,17,"01:31.5","183.201",11
22235,904,824,206,17,18,18,"18",18,0,64,"",NA,46,20,"01:31.8","182.58",12
22236,904,820,206,4,17,19,"19",19,0,64,"",NA,44,18,"01:31.8","182.614",12
22237,904,828,207,9,19,20,"20",20,0,64,"",NA,54,22,"01:33.4","179.517",12
22238,904,155,207,10,20,NA,"R",21,0,34,"",NA,25,21,"01:33.1","180.069",23
22239,904,818,5,25,21,NA,"R",22,0,24,"",NA,18,19,"01:31.8","182.586",43
22240,905,3,131,6,1,1,"1",1,25,78,"49:27.7",6567661,33,4,"01:19.4","151.388",1
22241,905,1,131,44,2,2,"2",2,18,78,"9.21",6576871,34,3,"01:19.4","151.51",1
22242,905,817,9,3,3,3,"3",3,15,78,"9.614",6577275,70,2,"01:19.3","151.718",1
22243,905,4,6,14,5,4,"4",4,12,78,"32.452",6600113,54,5,"01:19.7","150.814",1
22244,905,807,10,27,11,5,"5",5,10,77,"",NA,38,9,"01:20.8","148.872",11
22245,905,18,1,22,12,6,"6",6,8,77,"",NA,42,12,"01:21.0","148.358",11
22246,905,13,3,19,16,7,"7",7,6,77,"",NA,48,6,"01:20.3","149.712",11
22247,905,154,208,8,14,8,"8",8,4,77,"",NA,53,11,"01:21.0","148.482",11
22248,905,824,206,17,21,9,"9",9,2,77,"",NA,42,16,"01:21.3","147.98",11
22249,905,825,1,20,8,10,"10",10,1,77,"",NA,75,8,"01:20.7","149.075",11
22250,905,828,207,9,22,11,"11",11,0,77,"",NA,53,10,"01:20.9","148.607",11
22251,905,8,6,7,6,12,"12",12,0,77,"",NA,75,1,"01:18.5","153.212",11
22252,905,155,207,10,20,13,"13",13,0,75,"",NA,16,19,"01:22.4","145.878",12
22253,905,820,206,4,19,14,"14",14,0,75,"",NA,69,7,"01:20.6","149.22",13
22254,905,821,15,21,17,NA,"R",15,0,59,"",NA,41,15,"01:21.1","148.177",3
22255,905,822,3,77,13,NA,"R",16,0,55,"",NA,50,14,"01:21.1","148.252",5
22256,905,818,5,25,7,NA,"R",17,0,50,"",NA,35,13,"01:21.1","148.292",5
22257,905,16,15,99,18,NA,"R",18,0,23,"",NA,23,17,"01:21.8","147.062",3
22258,905,826,5,26,9,NA,"R",19,0,10,"",NA,8,18,"01:22.0","146.614",26
22259,905,20,9,1,4,NA,"R",20,0,5,"",NA,3,20,"01:59.5","100.615",101
22260,905,815,10,11,10,NA,"R",21,0,0,"",NA,NA,0,"","",4
22261,905,813,208,13,15,NA,"W",22,0,0,"",NA,NA,0,"","",54
22262,906,817,9,3,6,1,"1",1,25,70,"39:12.8",5952830,68,4,"01:18.6","199.638",1
22263,906,3,131,6,1,2,"2",2,18,70,"4.236",5957066,33,7,"01:18.9","199.028",1
22264,906,20,9,1,3,3,"3",3,15,70,"5.247",5958077,48,10,"01:19.2","198.299",1
22265,906,18,1,22,9,4,"4",4,12,70,"11.755",5964585,64,5,"01:18.8","199.337",1
22266,906,807,10,27,11,5,"5",5,10,70,"12.843",5965673,64,8,"01:18.9","198.89",1
22267,906,4,6,14,7,6,"6",6,8,70,"14.869",5967699,64,3,"01:18.6","199.704",1
22268,906,822,3,77,4,7,"7",7,6,70,"23.578",5976408,52,11,"01:19.3","197.924",1
22269,906,818,5,25,8,8,"8",8,4,70,"28.026",5980856,56,12,"01:19.4","197.73",1
22270,906,825,1,20,12,9,"9",9,2,70,"29.254",5982084,56,6,"01:18.8","199.185",1
22271,906,8,6,7,10,10,"10",10,1,70,"53.678",6006508,68,2,"01:18.5","199.921",1
22272,906,815,10,11,13,11,"11",11,0,69,"",NA,63,13,"01:19.5","197.501",4
22273,906,13,3,19,5,12,"12",12,0,69,"",NA,58,1,"01:18.5","199.984",4
22274,906,16,15,99,16,13,"13",13,0,69,"",NA,66,17,"01:20.2","195.692",11
22275,906,821,15,21,22,14,"14",14,0,64,"",NA,51,16,"01:20.1","195.97",132
22276,906,154,208,8,14,NA,"R",15,0,59,"",NA,54,14,"01:19.7","197.107",65
22277,906,826,5,26,15,NA,"R",16,0,47,"",NA,43,15,"01:20.0","196.298",79
22278,906,1,131,44,2,NA,"R",17,0,46,"",NA,24,9,"01:18.9","198.875",23
22279,906,155,207,10,21,NA,"R",18,0,23,"",NA,20,19,"01:23.1","188.856",22
22280,906,813,208,13,17,NA,"R",19,0,21,"",NA,21,18,"01:21.5","192.6",131
22281,906,828,207,9,20,NA,"R",20,0,7,"",NA,7,20,"01:51.0","141.385",101
22282,906,820,206,4,18,NA,"R",21,0,0,"",NA,NA,0,"","",4
22283,906,824,206,17,19,NA,"R",22,0,0,"",NA,NA,0,"","",4
22284,907,3,131,6,3,1,"1",1,25,71,"27:55.0",5274976,50,6,"01:12.6","214.518",1
22285,907,1,131,44,9,2,"2",2,18,71,"1.932",5276908,41,2,"01:12.2","215.65",1
22286,907,822,3,77,2,3,"3",3,15,71,"8.172",5283148,63,3,"01:12.6","214.568",1
22287,907,13,3,19,1,4,"4",4,12,71,"17.358",5292334,63,4,"01:12.6","214.553",1
22288,907,4,6,14,4,5,"5",5,10,71,"18.553",5293529,58,5,"01:12.6","214.527",1
22289,907,815,10,11,15,6,"6",6,8,71,"28.546",5303522,59,1,"01:12.1","215.874",1
22290,907,825,1,20,6,7,"7",7,6,71,"32.031",5307007,53,7,"01:12.7","214.081",1
22291,907,817,9,3,5,8,"8",8,4,71,"43.522",5318498,55,10,"01:13.1","213.161",1
22292,907,807,10,27,10,9,"9",9,2,71,"44.137",5319113,60,11,"01:13.2","212.882",1
22293,907,8,6,7,8,10,"10",10,1,71,"47.777",5322753,55,9,"01:12.9","213.676",1
22294,907,18,1,22,11,11,"11",11,0,71,"50.966",5325942,60,8,"01:12.9","213.752",1
22295,907,813,208,13,13,12,"12",12,0,70,"",NA,64,12,"01:13.2","212.791",11
22296,907,16,15,99,16,13,"13",13,0,70,"",NA,59,14,"01:13.7","211.284",11
22297,907,154,208,8,22,14,"14",14,0,70,"",NA,42,15,"01:14.0","210.587",11
22298,907,824,206,17,18,15,"15",15,0,69,"",NA,65,19,"01:14.5","209.108",12
22299,907,155,207,10,19,16,"16",16,0,69,"",NA,40,22,"01:15.3","206.892",12
22300,907,820,206,4,21,17,"17",17,0,69,"",NA,40,21,"01:14.8","208.072",12
22301,907,828,207,9,20,18,"18",18,0,69,"",NA,33,20,"01:14.7","208.56",12
22302,907,821,15,21,17,19,"19",19,0,69,"",NA,53,16,"01:14.0","210.351",12
22303,907,818,5,25,14,NA,"R",20,0,59,"",NA,55,13,"01:13.3","212.414",23
22304,907,20,9,1,12,NA,"R",21,0,34,"",NA,30,17,"01:14.3","209.734",10
22305,907,826,5,26,7,NA,"R",22,0,24,"",NA,23,18,"01:14.3","209.514",22
22306,908,1,131,44,6,1,"1",1,25,52,"26:52.1",8812094,26,1,"01:37.2","218.239",1
22307,908,822,3,77,14,2,"2",2,18,52,"30.135",8842229,34,4,"01:38.3","215.822",1
22308,908,817,9,3,8,3,"3",3,15,52,"46.495",8858589,34,7,"01:38.5","215.395",1
22309,908,18,1,22,3,4,"4",4,12,52,"47.39",8859484,52,5,"01:38.3","215.778",1
22310,908,20,9,1,2,5,"5",5,10,52,"53.864",8865958,52,2,"01:37.5","217.556",1
22311,908,4,6,14,16,6,"6",6,8,52,"59.946",8872040,52,8,"01:38.6","215.115",1
22312,908,825,1,20,5,7,"7",7,6,52,"+1:02.563",8874657,32,10,"01:38.7","214.919",1
22313,908,807,10,27,4,8,"8",8,4,52,"+1:28.692",8900786,52,9,"01:38.6","215.032",1
22314,908,826,5,26,9,9,"9",9,2,52,"+1:29.340",8901434,45,6,"01:38.4","215.509",1
22315,908,818,5,25,10,10,"10",10,1,51,"",NA,44,13,"01:39.3","213.654",11
22316,908,815,10,11,7,11,"11",11,0,51,"",NA,41,11,"01:38.7","214.834",11
22317,908,154,208,8,11,12,"12",12,0,51,"",NA,48,12,"01:38.9","214.393",11
22318,908,16,15,99,13,13,"13",13,0,51,"",NA,34,15,"01:40.0","211.989",11
22319,908,824,206,17,12,14,"14",14,0,51,"",NA,51,14,"01:40.0","212.158",11
22320,908,155,207,10,22,15,"15",15,0,50,"",NA,31,18,"01:41.5","209.02",12
22321,908,820,206,4,17,16,"16",16,0,50,"",NA,50,17,"01:40.4","211.233",12
22322,908,813,208,13,20,17,"17",17,0,49,"",NA,48,16,"01:40.3","211.412",13
22323,908,3,131,6,1,NA,"R",18,0,28,"",NA,26,3,"01:38.1","216.203",6
22324,908,828,207,9,21,NA,"R",19,0,11,"",NA,7,20,"01:44.3","203.295",22
22325,908,821,15,21,19,NA,"R",20,0,9,"",NA,7,19,"01:42.6","206.77",4
22326,908,13,3,19,15,NA,"R",21,0,0,"",NA,NA,0,"","",4
22327,908,8,6,7,18,NA,"R",22,0,0,"",NA,NA,0,"","",4
22328,909,3,131,6,1,1,"1",1,25,67,"33:42.9",5622914,67,6,"01:21.3","202.543",1
22329,909,822,3,77,2,2,"2",2,18,67,"20.789",5643703,45,9,"01:21.5","202.056",1
22330,909,1,131,44,20,3,"3",3,15,67,"22.53",5645444,53,1,"01:19.9","206.066",1
22331,909,20,9,1,6,4,"4",4,12,67,"44.014",5666928,39,10,"01:21.5","201.93",1
22332,909,4,6,14,7,5,"5",5,10,67,"52.467",5675381,57,3,"01:20.5","204.429",1
22333,909,817,9,3,5,6,"6",6,8,67,"52.549",5675463,53,5,"01:20.8","203.676",1
22334,909,807,10,27,9,7,"7",7,6,67,"+1:04.178",5687092,44,13,"01:22.1","200.57",1
22335,909,18,1,22,11,8,"8",8,4,67,"+1:24.711",5707625,64,8,"01:21.3","202.424",1
22336,909,825,1,20,4,9,"9",9,2,66,"",NA,56,2,"01:20.2","205.255",11
22337,909,815,10,11,10,10,"10",10,1,66,"",NA,54,4,"01:20.8","203.913",11
22338,909,8,6,7,12,11,"11",11,0,66,"",NA,55,7,"01:21.3","202.444",11
22339,909,813,208,13,18,12,"12",12,0,66,"",NA,41,15,"01:22.3","200.065",11
22340,909,818,5,25,13,13,"13",13,0,66,"",NA,58,11,"01:21.9","201.113",11
22341,909,821,15,21,16,14,"14",14,0,66,"",NA,61,12,"01:22.0","200.79",11
22342,909,824,206,17,17,15,"15",15,0,66,"",NA,57,16,"01:22.5","199.539",11
22343,909,155,207,10,19,16,"16",16,0,65,"",NA,50,18,"01:22.9","198.711",12
22344,909,820,206,4,21,17,"17",17,0,65,"",NA,50,19,"01:23.0","198.306",12
22345,909,828,207,9,22,18,"18",18,0,65,"",NA,49,20,"01:23.2","197.842",12
22346,909,16,15,99,15,NA,"R",19,0,47,"",NA,41,17,"01:22.5","199.522",23
22347,909,826,5,26,8,NA,"R",20,0,44,"",NA,34,14,"01:22.2","200.372",44
22348,909,154,208,8,14,NA,"R",21,0,26,"",NA,26,21,"01:24.1","195.709",47
22349,909,13,3,19,3,NA,"R",22,0,0,"",NA,NA,0,"","",4
22350,910,817,9,3,4,1,"1",1,25,70,"53:05.1",6785058,58,2,"01:26.6","182.103",1
22351,910,4,6,14,5,2,"2",2,18,70,"5.225",6790283,40,5,"01:27.4","180.413",1
22352,910,1,131,44,22,3,"3",3,15,70,"5.857",6790915,36,4,"01:27.4","180.494",1
22353,910,3,131,6,1,4,"4",4,12,70,"+6.361s",6791419,64,1,"01:25.7","183.981",1
22354,910,13,3,19,6,5,"5",5,10,70,"29.841",6814899,51,7,"01:28.2","178.757",1
22355,910,8,6,7,16,6,"6",6,8,70,"31.491",6816549,47,6,"01:28.0","179.257",1
22356,910,20,9,1,2,7,"7",7,6,70,"40.964",6826022,52,9,"01:28.7","177.716",1
22357,910,822,3,77,3,8,"8",8,4,70,"41.344",6826402,63,3,"01:26.9","181.595",1
22358,910,818,5,25,8,9,"9",9,2,70,"58.527",6843585,31,11,"01:29.1","176.97",1
22359,910,18,1,22,7,10,"10",10,1,70,"+1:07.280",6852338,50,13,"01:29.2","176.898",1
22360,910,16,15,99,11,11,"11",11,0,70,"+1:08.169",6853227,41,8,"01:28.7","177.8",1
22361,910,825,1,20,21,12,"12",12,0,70,"+1:18.465",6863523,41,10,"01:28.9","177.442",1
22362,910,813,208,13,20,13,"13",13,0,70,"+1:24.024",6869082,45,12,"01:29.1","176.954",1
22363,910,826,5,26,10,14,"14",14,0,69,"",NA,51,14,"01:29.4","176.414",11
22364,910,824,206,17,15,15,"15",15,0,69,"",NA,49,16,"01:29.9","175.468",11
22365,910,820,206,4,18,16,"16",16,0,69,"",NA,47,15,"01:29.5","176.22",11
22366,910,821,15,21,13,NA,"R",17,0,33,"",NA,29,18,"01:30.5","174.3",31
22367,910,155,207,10,17,NA,"R",18,0,26,"",NA,21,19,"01:32.9","169.791",31
22368,910,815,10,11,12,NA,"R",19,0,23,"",NA,21,17,"01:30.3","174.696",3
22369,910,807,10,27,9,NA,"R",20,0,16,"",NA,14,20,"01:41.2","155.921",3
22370,910,154,208,8,14,NA,"R",21,0,11,"",NA,7,21,"01:46.3","148.352",3
22371,910,828,207,9,19,NA,"R",22,0,8,"",NA,6,22,"01:48.5","145.415",3
22373,911,817,9,3,5,1,"1",1,25,44,"24:36.6",5076556,44,6,"01:53.0","223.187",1
22374,911,3,131,6,1,2,"2",2,18,44,"3.383",5079939,36,1,"01:50.5","228.161",1
22375,911,822,3,77,6,3,"3",3,15,44,"28.032",5104588,40,4,"01:52.7","223.698",1
22376,911,8,6,7,8,4,"4",4,12,44,"36.815",5113371,39,13,"01:54.1","221.004",1
22377,911,20,9,1,3,5,"5",5,10,44,"52.196",5128752,36,5,"01:53.0","223.229",1
22378,911,18,1,22,10,6,"6",6,8,44,"54.58",5131136,38,8,"01:53.5","222.186",1
22379,911,4,6,14,4,7,"7",7,6,44,"+1:01.162",5137718,29,11,"01:53.9","221.413",1
22380,911,815,10,11,13,8,"8",8,4,44,"+1:04.293",5140849,28,16,"01:54.5","220.151",1
22381,911,826,5,26,11,9,"9",9,2,44,"+1:05.347",5141903,26,14,"01:54.2","220.87",1
22382,911,807,10,27,18,10,"10",10,1,44,"+1:05.697",5142253,40,9,"01:53.6","221.934",1
22383,911,818,5,25,12,11,"11",11,0,44,"+1:11.920",5148476,31,7,"01:53.3","222.592",1
22384,911,825,1,20,7,12,"12",12,0,44,"+1:14.262",5150818,28,15,"01:54.2","220.785",1
22385,911,13,3,19,9,13,"13",13,0,44,"+1:15.975",5152531,37,3,"01:52.5","224.104",1
22386,911,16,15,99,14,14,"14",14,0,44,"+1:22.447",5159003,36,2,"01:52.4","224.301",1
22387,911,821,15,21,20,15,"15",15,0,44,"+1:30.825",5167381,32,12,"01:54.0","221.178",1
22388,911,820,206,4,19,16,"16",16,0,43,"",NA,31,17,"01:55.2","218.785",11
22389,911,828,207,9,22,17,"17",17,0,43,"",NA,26,19,"01:55.9","217.553",11
22390,911,824,206,17,16,18,"18",18,0,39,"",NA,32,20,"01:56.3","216.717",6
22391,911,1,131,44,2,NA,"R",19,0,38,"",NA,33,10,"01:53.7","221.748",31
22392,911,154,208,8,15,NA,"R",20,0,33,"",NA,21,18,"01:55.6","218.025",31
22393,911,813,208,13,17,NA,"R",21,0,1,"",NA,NA,0,"","",26
22394,911,827,207,45,21,NA,"R",22,0,1,"",NA,NA,0,"","",131
22395,912,1,131,44,1,1,"1",1,25,53,"19:10.2",4750236,29,1,"01:28.0","236.975",1
22396,912,3,131,6,2,2,"2",2,18,53,"3.175",4753411,51,2,"01:28.2","236.432",1
22397,912,13,3,19,4,3,"3",3,15,53,"25.026",4775262,46,3,"01:28.3","236.068",1
22398,912,822,3,77,3,4,"4",4,12,53,"40.786",4791022,50,5,"01:28.6","235.49",1
22399,912,817,9,3,9,5,"5",5,10,53,"50.309",4800545,53,6,"01:28.6","235.413",1
22400,912,20,9,1,8,6,"6",6,8,53,"59.965",4810201,34,10,"01:29.1","233.952",1
22401,912,815,10,11,10,7,"7",7,6,53,"+1:02.518",4812754,35,8,"01:29.1","234.042",1
22402,912,18,1,22,6,8,"8",8,4,53,"+1:03.063",4813299,35,11,"01:29.2","233.68",1
22403,912,8,6,7,11,9,"9",9,2,53,"+1:03.535",4813771,43,7,"01:28.9","234.476",1
22404,912,825,1,20,5,10,"10",10,1,53,"+1:06.171",4816407,34,12,"01:29.3","233.58",1
22405,912,826,5,26,21,11,"11",11,0,53,"+1:11.184",4821420,51,4,"01:28.5","235.684",1
22406,912,807,10,27,13,12,"12",12,0,53,"+1:12.606",4822842,35,13,"01:29.4","233.363",1
22407,912,818,5,25,12,13,"13",13,0,53,"+1:13.093",4823329,39,9,"01:29.1","234.005",1
22408,912,813,208,13,16,14,"14",14,0,52,"",NA,32,17,"01:29.9","232.091",11
22409,912,16,15,99,14,15,"15",15,0,52,"",NA,46,14,"01:29.4","233.34",11
22410,912,154,208,8,17,16,"16",16,0,52,"",NA,38,18,"01:30.1","231.506",11
22411,912,155,207,10,18,17,"17",17,0,52,"",NA,35,21,"01:30.8","229.784",11
22412,912,824,206,17,19,18,"18",18,0,52,"",NA,51,20,"01:30.5","230.386",11
22413,912,821,15,21,15,19,"19",19,0,51,"",NA,40,15,"01:29.4","233.147",12
22414,912,828,207,9,22,20,"20",20,0,51,"",NA,47,19,"01:30.3","231.001",12
22415,912,4,6,14,7,NA,"R",21,0,28,"",NA,23,16,"01:29.7","232.546",5
22416,912,820,206,4,20,NA,"R",22,0,5,"",NA,5,22,"01:32.6","225.289",3
22417,913,1,131,44,1,1,"1",1,25,60,"00:04.8",7204795,39,1,"01:50.4","165.137",1
22418,913,20,9,1,4,2,"2",2,18,60,"13.534",7218329,27,8,"01:52.5","162.052",1
